ISIN_CODE,BSE_Symbol,OneWR,OneMR,ThreeMR,OneYR,ThreeYR,FiveYR,TenYR,P_E,Sector_PE,P_B,Median_PB,DE_Ratio,ROE,EYield,DYield,OPM,EV_EBITDA,PS_Ratio,PCF,PEG_Ratio,FCF,LTD,OverallValue,bullpattn,bearpattn,PSAR,momentum,daily_vol,slowRSI,AweOsc,week_vol,fastRSI,UltOsc,month_vol,bullupdates,bearupdates
INE085A01013,500085,4.51,0.17,3.11,151.34,31,17.27,8.98,13.25,25.73,2.29,8.81 (5-Y),2.2,18.12,8.09,1.3,11.81,11.2,0.8,4.75,1.21,72.39,4618.59,Not cheap but still Good,Weekly Bullish Harami Formation formed on 16-Nov-2017<br />Bullish Harami Formation formed on 02-Nov-2017<br />Three Inside Up formed on 27-Oct-2017<br />Monthly Bullish Harami Formation formed on 26-Oct-2017<br />Bullish Harami Formation formed on 26-Oct-2017,Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Bearish Harami Formation formed on 15-Nov-2017<br />Monthly Bearish Engulfing Formation formed on 09-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 07-Nov-2017,156.14532,6.04999,0.0305,37.92,-0.49647,0.0383,57.18,42.29,0.0354,PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017<br />ADX +DI Cross Above - DI seen on 20-Nov-2017,Weekly MACD Below Zero Line seen on 15-Nov-2017<br />Monthly MACD Below Zero Line seen on 15-Nov-2017<br />Crossed Below Weekly Central Line seen on 15-Nov-2017<br />MACD Below Zero Line seen on 15-Nov-2017
INE825M01017,501270,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE713D01055,522292,14.4,43.51,113.64,271.05,40.04,23.03,10.86,73.23,73.23,3.78,83.85 (5-Y),0.02,1.6,2.27,0,1.98,34.86,1.19,30.41,2.53,-0.59,0.34,Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE368D01017,530309,-2.39,8.8,-4.9,19.3,-9.57,2.88,3.15,-,12.43333333,0.79,7.3 (5-Y),0.86,5.55,-2.13,0,5.96,-67.57,0.14,-1.5,-,-3.79,10.75,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE437O01025,535142,-,-,-,-,-,-,-,-,-,17.41,-,0,0.29,0.01,0,19.69,-,-,4756.98,-,0.39,0.05,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE442C01012,531327,-,-,-,-,-,-,-,-,-,0.91,66.66 (3-Y),0,-53.69,-227.55,0,-3.44,-2.4,0.25,-20.94,-,-0.68,-,Very Poor,-,-,2.61855,-0.21,0,0,-0.049118,0,0,7.76,0.0193,-,-
INE953B01010,511696,-,-15.68,-35.55,-,0.57,-,0.78,6.19,61.94643766,0.53,7.9 (3-Y),0.1,9.97,83.33,0,131.49,1.18,6.34,-10.17,0.04,2.02,2.73,Very Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE558F01026,531977,3.54,-5,-9.31,6.15,5.86,-0.62,14.27,15.18,15.18,4.08,28.05 (5-Y),0.94,30.88,9.41,0,15.13,9.45,1.25,10.08,4.32,9.2,41.43,Very Cheap,-,-,20.802755,-0.45,0.0281,34.01,-0.518529,0.0423,41.86,35.04,0.0421,-,-
INE043U01010,539800,-,-,-,-,-,-,-,21,71.4425,0.88,19.45 (1-Y),0.36,5.23,9.54,10.53,2.43,-,-,-1.57,-,-5.09,2.65,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE659B01021,526917,2.38,5.01,5.92,4.88,-21.01,6.46,-8.63,17.52,231.44,0.8,11.99 (5-Y),1.36,4.61,6.72,1.16,13.76,13.26,0.71,-2.29,-28.11,-47.68,175.05,Not cheap but still Good,-,-,9.273214,-0.79,0.0415,39.55,-0.013353,0.0644,41.64,29.21,0.0908,-,-
INE995D01025,530871,19.3,13.71,15.68,36.93,24.91,24.15,18.82,31,97.0875,1.5,16.26 (5-Y),0.04,5.05,7.76,0.63,7.45,11.68,1.21,111.85,6.69,-2.07,8.71,Somewhat costly but justifies,-,-,218.6062,-1.65,0.0382,73.68,2.315883,0.0317,77.06,45,0.041,-,-
INE298W01016,540395,-15.23,-20.14,-13.91,-,-,-,-,9.09,45.224,1.09,-,0.26,14.24,22.01,0.91,13.82,-,-,9.67,-,-0.76,3.23,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE829R01018,539230,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE320M01019,506365,-,-,-,-,-,-,-,1.45,12.76,0.63,11.7 (5-Y),0.01,60.99,-919.16,0,-,-0.11,1.12,0.96,0.01,6.93,0.12,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE212P01011,537326,-,-,-,-,-,-,-,163.4,44.698,2.81,168.35 (3-Y),2.29,1.7,7.16,0,7.41,-,-,6,5.96,1,15.75,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE777O01016,539011,0,-,-,-,-,-,-,-,-,-0.09,-,0,0,-145.49,0,-38.28,-2.65,0.1,-1.86,-,-0.72,-,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE889F01017,523489,-,-,-,-,-,-,-,-,-,-1.75,52.87 (3-Y),-2.13,0,6.73,0,8.24,8.06,0.44,3.46,-,0.71,12.24,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE178A01016,500110,-1.72,-5.78,2.99,63.18,64.09,26.99,1.09,7.66,15.31333333,1.9,5.55 (5-Y),1.61,34.84,12.25,5.06,6.9,6.78,0.17,10.36,0.32,-921.69,5501.06,Very Costly,Bullish Harami Formation formed on 15-Nov-2017<br />Bullish Harami Formation formed on 08-Nov-2017<br />Bullish Engulfing Formation formed on 03-Nov-2017<br />Bullish Engulfing Formation formed on 24-Oct-2017<br />Weekly Three Inside Up formed on 13-Oct-2017,Weekly Spinning Top formed on 17-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Spinning Top formed on 16-Nov-2017<br />Three Outside Down formed on 10-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 10-Nov-2017,446.984,29.84999,0.0452,69.44,22.798382,0.0548,84.38,47.98,0.0376,ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017,ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017
INE974B01016,526817,4.75,8.17,1.01,56.5,52.17,29.32,17.12,11.33,11.33,1.45,6.96 (5-Y),0.04,13.39,12.94,0.08,17.6,7.01,1.32,17.21,1.32,40.2,13.47,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE473C01025,530495,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE676G01024,521244,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Poor,-,-,8.466374,0,0,—,-2E-14,0,—,92.68,0,-,-
INE790D01020,532992,-4.75,13.06,2.42,5.49,10.28,5.17,-,-,-,2.06,64.07 (5-Y),5.53,-41.32,-1.51,0,17.01,26.1,1.26,3.28,-,-12.26,254.76,Very Costly,-,-,18.118488,0.75,0.0455,35.22,-0.212206,0.0307,47.2,52.04,0.0286,-,-
INE102B01014,531358,4.15,-6.49,34.81,103.84,41.64,18.6,22.6,36.31,61.94643766,1.63,10.92 (5-Y),2.11,9.03,9.59,0,24.26,9.7,1.53,-9.65,16.25,-42.68,146.94,Very Costly,-,-,101.4,-1.199997,0.0938,26.94,1.014118,0.0516,6.69,43.8,0.0488,-,-
INE583D01011,511742,2.1,17.82,36.47,-,19.47,16.14,3.49,12.48,61.94643766,0.48,4.51 (5-Y),0,5.97,8.23,0,1471.15,11.58,-52.97,-3.78,-11.71,-2.03,-,Poor,-,-,30.386902,-5.950001,0.1044,0,-2.507647,0.0425,0,25.52,0.0101,-,-
INE865B01016,530427,0.49,8.88,22.11,13.52,32.12,2.57,2.06,14.54,78.38,0.77,11.43 (5-Y),0,6.53,101.04,2.45,4.85,1.08,0.5,7.24,0.79,1.56,-,Somewhat costly but justifies,-,-,31.979992,-1.499999,0.0224,7.65,0.032794,0.0675,7.36,19.94,0.0981,-,-
INE493D01013,526546,4.3,4.55,15.61,65.53,26.42,17.75,4.27,30.76,30.76,0.7,10.32 (5-Y),0.54,4.33,8.81,0,21.54,4.98,0.58,2.89,-2.17,-4.03,11.19,Very Costly,-,-,19.28059,-1.299999,0.05,54.5,-0.950441,0.0575,57.68,55.42,0.0562,-,-
INE121A01016,511243,2.52,14.58,12.04,28.3,40.49,40.8,20.94,24.66,61.94643766,4.33,19.58 (5-Y),5.59,17.96,7.91,0.43,71.89,12.43,4.03,-15.42,0.89,-1858.83,24168.28,Somewhat costly but justifies,Bullish Harami Formation formed on 14-Nov-2017<br />Bullish Engulfing Formation formed on 06-Nov-2017<br />Weekly Three Inside Up formed on 03-Nov-2017<br />Bullish GapUp Formation formed on 01-Nov-2017<br />Monthly Bullish Piercing Formation formed on 31-Oct-2017,Weekly Dark Cloud cover Formation formed on 15-Nov-2017<br />Spinning Top formed on 07-Nov-2017<br />Weekly Three Outside Down formed on 26-Oct-2017<br />Weekly Bearish Engulfing Formation formed on 19-Oct-2017<br />Three Inside Down formed on 16-Oct-2017,1167.7123,23.35,0.0173,36.19,-4.189853,0.0386,48.76,48.54,0.0302,Stock Broke Weekly Resistance seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017,-
INE975C01011,519475,7.44,-8.22,-17.5,5.19,12.62,19.79,5.13,-,17.375,1.07,11.95 (5-Y),0.24,-2.1,2.23,0,3.79,18.6,0.71,24.1,-,0.06,8.23,Poor,-,-,124.83644,-3.75,0.0421,17.49,-8.016765,0.0289,27.19,41.67,0.0336,-,-
INE490A01015,501833,6.91,12.51,8.56,26.8,-3.65,-2.15,-14.84,-,14.66,0.47,309.95 (5-Y),5.77,-75.82,-0.62,0,6.64,-571.9,456.66,9.2,-,-36.19,334.06,Poor,-,-,13.316448,0.2,0.0452,85.63,0.043618,0.0206,100,27.56,0.039,-,-
INE714Q01014,539335,-,-,-,-,-,-,-,-,38.96,26.71,-,1.09,-48.64,-2.64,0,-,-37.82,-,-37.62,-,-0.15,0.24,Very Poor,-,-,17.714247,0,0,—,1.024265,0,—,87.62,0,-,-
INE662C01015,530191,0.92,6.83,12.31,-21.51,-23.66,-52.42,-13.83,-,30.19,0.05,262.4 (5-Y),0.01,0,1.99,0,1.72,30.01,0.46,11.95,-,1.15,4.08,Not Assessed,Monthly Bullish Harami Formation formed on 16-Nov-2017<br />Weekly Bullish MaruBozu formed on 25-Oct-2017<br />Weekly Bullish Piercing Formation formed on 25-Oct-2017<br />Monthly Bullish Harami Formation formed on 04-Oct-2017<br />Weekly Bullish Harami Formation formed on 27-Sep-2017,Weekly Three Inside Down formed on 16-Nov-2017<br />Weekly Bearish Harami Formation formed on 10-Nov-2017<br />Dark Cloud cover Formation formed on 10-Nov-2017<br />Bearish MaruBozu formed on 24-Oct-2017<br />Weekly Bullish GraveStone Doji formed on 24-Oct-2017,2.170153,-0.1,0.05,58.98,-0.073529,0.05,55.01,48.36,0.0477,PSAR Bullish Reversal on Weekly Chart seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />MACD Above Zero Line seen on 21-Nov-2017<br />PSAR Bullish Reversal on Monthly Chart seen on 21-Nov-2017,Weekly MACD Below Signal Line seen on 20-Nov-2017<br />Crossed Below Weekly Central Line seen on 20-Nov-2017<br />MACD Below Signal Line seen on 20-Nov-2017
INE052V01019,519477,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Cheap,-,-,-,-,-,-,-,-,-,-,-,-,-
INE675C01017,534758,5.2,-9.89,19.13,-35,-19.07,21.77,-,-,-,-9.17,31.65 (5-Y),-1.91,-379.84,-51.84,0,-10.79,-13.06,1.06,100.61,-,-392.04,144.18,Very Poor,Inverted Hammer Formation formed on 17-Nov-2017<br />Monthly Three Inside Up formed on 31-Oct-2017<br />Monthly Three Inside Up formed on 27-Oct-2017<br />Monthly Three Inside Up formed on 18-Oct-2017<br />Weekly Bullish GapUp Formation formed on 13-Oct-2017,Monthly Bearish Harami Formation formed on 07-Nov-2017<br />Monthly Bearish Harami Formation formed on 02-Nov-2017<br />Three Outside Down formed on 27-Oct-2017<br />Bearish Engulfing Formation formed on 26-Oct-2017<br />Weekly Dark Cloud cover Formation formed on 18-Oct-2017,244.50514,-19.1,0.0458,4.19,10.563233,0.0624,3.14,45.46,0.0525,Crossed Above Weekly Central Line seen on 21-Nov-2017<br />CMF-Bullish Trend Change seen on 17-Nov-2017,Crossed Below Weekly Central Line seen on 17-Nov-2017<br />Weekly MACD Below Zero Line seen on 14-Nov-2017<br />MACD Below Zero Line seen on 14-Nov-2017<br />Monthly MACD Below Zero Line seen on 14-Nov-2017
INE672K01025,533407,-0.83,13.69,71.15,101.05,60.9,15.72,-,29.29,55.72333333,3.07,10.03 (5-Y),0.59,16.92,5.88,0,6.63,10.54,0.55,10.42,136.46,-6.64,24.61,Very Costly,-,-,47.529884,-1.050002,0.0381,14.55,-1.595294,0.0465,20.19,40.42,0.0752,-,-
INE830A01012,530829,2.13,-3.42,9.7,32.4,28.03,14.85,1.61,4.6,61.94643766,0.75,8.82 (5-Y),0,2.36,-252.08,1.61,55.08,-0.34,1.85,3.3,0.14,5.09,-,Not cheap but still Good,-,-,30.953934,1.1,0.0968,73.15,-0.143235,0.0853,91.29,31.55,0.081,-,-
INE184C01028,505230,1.08,1.85,19.11,54.15,15.8,13.54,12.25,-,78.38,1.12,-,0.49,-6.02,3.91,0,6.58,16.77,1.17,10.93,-,8.1,82.91,Somewhat costly but justifies,Weekly Bullish Harami Formation formed on 16-Nov-2017<br />Weekly Bullish Harami Formation formed on 08-Nov-2017<br />Bullish Harami Formation formed on 08-Nov-2017<br />Inverted Hammer Formation formed on 24-Oct-2017<br />Three Inside Up formed on 10-Oct-2017,Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Weekly Three Dark Crows formed on 13-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 10-Nov-2017<br />Three Outside Down formed on 10-Nov-2017<br />Bearish Engulfing Formation formed on 09-Nov-2017,91.142845,9.349998,0.0682,73.47,8.509999,0.0703,74.67,38.74,0.0564,-,MACD Below Zero Line seen on 21-Nov-2017<br />Weekly MACD Below Zero Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />PSAR Bearish Reversal on Weekly Chart seen on 14-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 14-Nov-2017
INE897D01015,531283,-,-,-,-,-,-,-,8.41,61.94643766,0.32,6.62 (1-Y),0,5.49,1.53,0,-33.96,53.97,9.01,-,-0.48,0.24,-,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE908C01012,526373,0.88,-,-,-41.86,-23.52,5.01,-5.35,67.5,61.265,0.89,42.5 (5-Y),0.03,3.26,3.21,0,21.19,7.7,1.39,9.2,-3.84,0.17,0.23,Somewhat costly but justifies,-,-,16.16744,0.15,0,93.53,0.087794,0,100,82.52,0.0046,-,-
INE704H01022,532807,0.11,3.66,37.45,44.47,95.26,37.9,-2.52,25.95,25.95,2.71,11.46 (5-Y),1.41,11.89,5.33,0.54,115.07,16.05,11.57,34.31,0.82,4.03,132.68,Not cheap but still Good,Monthly Inverted Hammer Formation formed on 15-Nov-2017<br />Bullish Harami Formation formed on 14-Nov-2017<br />Three Inside Up formed on 09-Nov-2017<br />Bullish Harami Formation formed on 08-Nov-2017<br />Bullish Harami Formation formed on 13-Oct-2017,Spinning Top formed on 14-Nov-2017<br />Weekly Dark Cloud cover Formation formed on 10-Nov-2017<br />Weekly Spinning Top formed on 31-Oct-2017<br />Bearish Engulfing Formation formed on 19-Oct-2017<br />Monthly Spinning Top formed on 18-Oct-2017,98.758484,4.450002,0.0247,55.86,2.937353,0.0667,42.13,52.35,0.0491,PSAR Bullish Reversal on Monthly Chart seen on 20-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 20-Nov-2017,Monthly MACD Below Signal Line seen on 13-Nov-2017<br />MACD Below Signal Line seen on 13-Nov-2017<br />Weekly MACD Below Signal Line seen on 13-Nov-2017
INE959B01017,530457,-,-,-,-,-,-,-,-,-,1.3,35.69 (3-Y),0,-6.31,-5.61,0,-,-17.81,36.49,-11.94,-,-0.1,-,Very Poor,-,-,4.170425,0.05,0,89.19,-0.240882,0,89.19,78.09,0,-,-
INE039B01026,532324,-1.2,-31.17,82.78,200.73,54.73,34.89,1.22,-,-,1.43,184.23 (5-Y),0.62,0.25,3.37,0,25.56,22.24,2.94,-12.92,-,-5,39.6,Not Assessed,Hammer Formation formed on 17-Nov-2017<br />Inverted Hammer at Downtrend formed on 15-Nov-2017<br />Monthly Inverted Hammer Formation formed on 15-Nov-2017<br />Inverted Hammer Formation formed on 09-Nov-2017<br />Bullish GapUp Formation formed on 06-Nov-2017,Monthly Bearish Harami Formation formed on 15-Nov-2017<br />Weekly Bearish MaruBozu formed on 15-Nov-2017<br />Dark Cloud cover Formation formed on 13-Nov-2017<br />Bearish MaruBozu formed on 13-Nov-2017<br />Weekly Dark Cloud cover Formation formed on 10-Nov-2017,23.911419,-5.3,0.0501,0,1.421912,0.0143,0,26.06,0.0556,-,Weekly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 13-Nov-2017
INE059A01026,500087,4.31,1.88,10.73,12.49,-0.42,9.84,12.93,43.35,29.95666667,3.73,31.42 (5-Y),0.33,8.73,3.2,0.32,18.79,17.06,3.36,20.92,-10.6,1460.1,4112.66,Not cheap but still Good,Weekly Three White Soldiers formed on 06-Nov-2017<br />Three Outside Up formed on 03-Nov-2017<br />Bullish Engulfing Formation formed on 02-Nov-2017<br />Weekly Three Outside Up formed on 19-Oct-2017<br />Weekly Bullish Engulfing Formation formed on 13-Oct-2017,Spinning Top formed on 17-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Three Outside Down formed on 16-Nov-2017<br />Monthly Spinning Top formed on 08-Nov-2017<br />Bearish Engulfing Formation formed on 07-Nov-2017,590,19.24999,0.0206,41.89,26.245293,0.0262,51.9,49.69,0.0239,ADX +DI Cross Above - DI seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017,ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI seen on 20-Nov-2017<br />Weekly CMF-Bearish Trend Change seen on 16-Nov-2017<br />PSAR Bearish Reversal on Monthly Chart seen on 15-Nov-2017
INE365C01023,531775,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
INE906D01014,502445,11.19,19.64,25.34,-,46.97,24.62,4.16,6.04,20.4975,3.02,10.91 (5-Y),1.84,99.21,17.18,1.65,68.11,5.75,2.72,4.36,-0.51,2.72,13.34,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE494D01011,531235,-,-,-,-,-,-,-,-,61.94643766,0.78,224.58 (3-Y),0.02,-1.1,0.84,0,1.59,118.91,13.78,-16.48,-,-0.18,0.05,Poor,-,-,-,-,-,-,-,-,-,-,-,-,-
INE473L01018,538786,-,-7.23,-,-,-29.93,-,-,46.83,25.60333333,0.66,26.69 (3-Y),0.1,0.72,4.85,0,11.5,6.65,0.94,5.16,-1.38,0,0.49,Not cheap but still Good,-,-,6.499025,0.02,0,30.98,-0.363618,0.0155,30.98,15.84,0.0084,-,-
INE940P01025,514366,5.41,-,-,-80.51,-,-,-,-,-,-4.18,163.59 (1-Y),-0.45,-208.13,-1409.42,0,-254.46,-0.07,0.71,-5.57,-,-3.09,0.02,Very Costly,-,-,0.3992,-0.02,0,0,-0.012794,0.036,0,14.29,0.0086,-,-
INE158C01014,538674,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Somewhat costly but justifies,-,-,-,-,-,-,-,-,-,-,-,-,-
INE491A01021,532210,1.91,4.73,5.43,35.04,24.55,28.79,26.59,20.18,61.94643766,2.84,13.48 (5-Y),0.15,15.18,31.43,0.16,3.55,4.39,3.34,38.61,1.6,46.3,531,Not cheap but still Good,Weekly Inverted Hammer Formation formed on 15-Nov-2017<br />Three Inside Up formed on 13-Nov-2017<br />Bullish Harami Formation formed on 10-Nov-2017<br />Bullish Engulfing Formation formed on 07-Nov-2017<br />Weekly Bullish Piercing Formation formed on 24-Oct-2017,Monthly Spinning Top formed on 17-Nov-2017<br />Dark Cloud cover Formation formed on 14-Nov-2017<br />Weekly Spinning Top formed on 08-Nov-2017<br />Weekly Dark Cloud cover Formation formed on 06-Nov-2017<br />Monthly Spinning Top formed on 06-Nov-2017,151.9672,1.75,0.0173,68.38,-2.295589,0.0214,94.64,53.07,0.0257,MACD Above Zero Line seen on 21-Nov-2017<br />Crossed Above Weekly Central Line seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Weekly ADX seen on 21-Nov-2017<br />ADX +DI Cross Above - DI Monthly ADX seen on 21-Nov-2017<br />PSAR Bullish Reversal on Weekly Chart seen on 20-Nov-2017,ADX -DI Cross Above + DI Monthly ADX seen on 21-Nov-2017<br />ADX -DI Cross Above + DI Weekly ADX seen on 21-Nov-2017<br />Crossed Below Weekly Central Line seen on 15-Nov-2017<br />CMF-Bearish Trend Change seen on 15-Nov-2017
INE117C01010,521210,-,-,-,-,-,-,-,-,-,-0.7,-,-1.93,0,-1.36,0,-7014.24,-74.43,1316.37,-18.44,-,-0.29,14.53,Poor,-,-,4.50005,0,0,0,-0.004412,0,0,0,0,-,-
INE557D01015,507515,-,-,-,-,-,-,-,-,22.84,1.26,20.93 (3-Y),1.94,-49.11,16.41,0,0.19,4.88,0.21,3.51,-,-1.31,5.98,Very Costly,-,-,-,-,-,-,-,-,-,-,-,-,-
INE977V01017,Not Listed,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE201M01011,540403,-0.06,-8.64,-20.07,-,-,-,-,24.08,26.445,1.27,-,0.17,6.38,12.09,0,15.5,-,-,3.5,-,118.36,58.88,Not cheap but still Good,Bullish Harami Formation formed on 16-Nov-2017<br />Bullish Harami Formation formed on 10-Nov-2017<br />Weekly Inverted Hammer at Downtrend formed on 31-Oct-2017<br />Bullish Engulfing Formation formed on 18-Oct-2017<br />Inverted Hammer at Downtrend formed on 11-Oct-2017,Weekly Three Dark Crows formed on 17-Nov-2017<br />Three Dark Crows formed on 07-Nov-2017<br />Weekly Three Outside Down formed on 03-Nov-2017<br />Three Dark Crows formed on 01-Nov-2017<br />Weekly Bearish Engulfing Formation formed on 27-Oct-2017,382.752,-6.6,0.0091,28.21,-3.910001,0.031,22.62,33.66,0.0401,-,-
INE492A01029,506390,2.83,-3.69,0.44,-16.37,-12.57,-0.97,8.22,136.75,76.156,2.25,14.29 (5-Y),0,3.65,1.22,4.26,7.77,22.59,1.32,16.68,-3.61,59.04,-,Not cheap but still Good,Weekly Inverted Hammer Formation formed on 03-Nov-2017<br />Monthly Bullish Engulfing Formation formed on 31-Oct-2017<br />Monthly Bullish Engulfing Formation formed on 27-Oct-2017<br />Bullish Engulfing Formation formed on 26-Oct-2017<br />Monthly Bullish Engulfing Formation formed on 18-Oct-2017,Monthly Dark Cloud cover Formation formed on 17-Nov-2017<br />Monthly Bearish MaruBozu formed on 16-Nov-2017<br />Weekly Three Outside Down formed on 10-Nov-2017<br />Monthly Dark Cloud cover Formation formed on 10-Nov-2017<br />Three Dark Crows formed on 08-Nov-2017,605.3434,8.64998,0.0211,65.61,24.28309,0.0263,59.44,49.05,0.0286,ADX +DI Cross Above - DI seen on 21-Nov-2017,Crossed Below Weekly Central Line seen on 20-Nov-2017<br />Monthly MACD Below Zero Line seen on 15-Nov-2017<br />Weekly MACD Below Zero Line seen on 15-Nov-2017<br />MACD Below Zero Line seen on 15-Nov-2017
INE562G01018,533288,0.42,-1.55,-4.02,44.8,21.45,4.99,-,1,14.81,0.67,12.35 (5-Y),0.02,14.03,0.38,0.58,487.35,153.41,92.26,10.54,-0.02,100.97,21.56,Poor,-,-,336.16382,1.14999,0.0155,67.39,-15.300146,0.019,70.42,45.09,0.0386,-,-
INE181U01018,540310,-,-,-,-,-,-,-,-,61.94643766,1.61,-,-,-,-,0,-,-,-,-,-,-,-,Not Assessed,-,-,-,-,-,-,-,-,-,-,-,-,-
INE854P01028,538433,0,81.25,16,-88.72,-76.12,-,-,45.32,61.94643766,0.36,248.83 (3-Y),0.4,0.5,1.36,0,3.25,62.95,1.8,12.5,2.6,0.14,2.32,Not cheap but still Good,-,-,-,-,-,-,-,-,-,-,-,-,-
INE949C01016,540481,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.02,0,0,—,-7E-15,0,—,59.92,0,-,-
INE011B01017,530839,-,-,22.28,-,41.29,16.73,-5.06,-,61.94643766,0.2,6 (5-Y),0.01,-0.12,-3.73,0,-7.49,-26.79,16.97,-0.68,-,-3.65,0.15,Very Poor,-,-,1.92147,0.32,0.0465,57.34,0.241912,0.0247,40.65,63.26,0.0059,-,-
INE515A01019,500147,4.47,27.33,51,172.02,30.67,9.2,9.89,32.72,23.0225,3.42,26.22 (5-Y),0,2.26,4.75,0,6.93,16.13,2.45,8.49,0.49,63.47,-,Cheap,-,-,864.0971,-33.59998,0.0472,4.75,-30.430294,0.0454,4.14,46.5,0.0551,-,-
INE981B01011,517330,4.91,3.4,5.48,57.73,55.65,87.09,-,8.78,19.68,1.39,3.09 (1-Y),0.65,100.88,12.78,0.49,18.71,8.14,0.86,-76.37,0.27,53.95,113.11,Very Cheap,Weekly Bullish Harami Formation formed on 16-Nov-2017<br />Three Inside Up formed on 24-Oct-2017<br />Bullish Harami Formation formed on 23-Oct-2017<br />Weekly Bullish Harami Formation formed on 23-Oct-2017<br />Bullish Harami Formation formed on 18-Oct-2017,Weekly Three Inside Down formed on 10-Nov-2017<br />Monthly Bearish Harami Formation formed on 09-Nov-2017<br />Bearish Engulfing Formation formed on 08-Nov-2017<br />Weekly Bearish Harami Formation formed on 03-Nov-2017<br />Monthly Bearish Harami Formation formed on 02-Nov-2017,195.32434,15.1,0.0359,51.93,13.157942,0.0454,46.46,44.4,0.0486,-,Weekly MACD Below Zero Line seen on 21-Nov-2017<br />MACD Below Zero Line seen on 21-Nov-2017<br />Monthly MACD Below Zero Line seen on 21-Nov-2017
